date_range,raw_metar
2015-02-08,201502271430 METAR VABB NIL=
2015-02-08,201502271410 METAR VABB 271410Z 29006KT 5000 FU NSC 25/18 Q1010 NOSIG=
2015-02-08,201502271405 METAR VABB NIL=
2015-02-08,201502271330 METAR VABB NIL=
2015-02-08,201502271310 METAR VABB 271310Z 28008KT 6000 NSC 25/18 Q1009 TEMPO 5000 FU=
2015-02-08,201502271305 METAR VABB NIL=
2015-02-08,201502271240 METAR VABB 271240Z 28010KT 6000 NSC 26/17 Q1009 NOSIG=
2015-02-08,201502271230 METAR VABB NIL=
2015-02-08,201502271210 METAR VABB 271210Z 28009KT 6000 NSC 26/17 Q1009 NOSIG=
2015-02-08,201502271205 METAR VABB NIL=
2015-02-08,201502271140 METAR VABB 271140Z 27011KT 6000 NSC 26/17 Q1008 NOSIG=
2015-02-08,201502271130 METAR VABB NIL=
2015-02-08,201502271110 METAR VABB 271110Z 28012KT 6000 NSC 26/16 Q1008 NOSIG=
2015-02-08,201502271105 METAR VABB NIL=
2015-02-08,201502271040 METAR VABB 271040Z 28012KT 6000 NSC 25/13 Q1009 NOSIG=
2015-02-08,201502271030 METAR VABB NIL=
2015-02-08,201502271010 METAR VABB 271010Z 26012G22KT 6000 NSC 26/13 Q1009 NOSIG=
2015-02-08,201502271005 METAR VABB NIL=
2015-02-08,201502270940 METAR VABB 270940Z 27012KT 6000 NSC 26/12 Q1009 NOSIG=
2015-02-08,201502270910 METAR VABB 270910Z 29010KT 6000 NSC 26/13 Q1009 NOSIG=
2015-02-08,201502270905 METAR VABB NIL=
2015-02-08,201502270840 METAR VABB 270840Z 28009KT 5000 FU NSC 27/15 Q1010 NOSIG=
2015-02-08,201502270830 METAR VABB NIL=
2015-02-08,201502270810 METAR VABB 270810Z 27009KT 5000 FU FEW020 28/17 Q1010 NOSIG=
2015-02-08,201502270805 METAR VABB NIL=
2015-02-08,201502270740 METAR VABB 270740Z 26010KT 5000 FU FEW020 27/18 Q1011 NOSIG=
2015-02-08,201502270730 METAR VABB NIL=
2015-02-08,201502270710 METAR VABB 270710Z 26008KT 5000 FU FEW020 28/18 Q1011 NOSIG=
2015-02-08,201502270705 METAR VABB NIL=
2015-02-08,201502270630 METAR VABB NIL=
2015-02-08,201502270610 METAR VABB 270610Z 24010KT 7000 FEW020 27/18 Q1012 NOSIG=
2015-02-08,201502270605 METAR VABB NIL=
2015-02-08,201502270540 METAR VABB 270540Z 06003KT 6000 FEW020 27/17 Q1013 NOSIG=
2015-02-08,201502270505 METAR VABB NIL=
2015-02-08,201502270440 METAR VABB 270440Z 34003KT 4000 FU FEW100 26/17 Q1013 BECMG 5000=
2015-02-08,201502270430 METAR VABB NIL=
2015-02-08,201502270405 METAR VABB NIL=
2015-02-08,201502270340 METAR VABB 270340Z 03003KT 2500 FU FEW020 24/16 Q1012 NOSIG=
2015-02-08,201502270330 METAR VABB NIL=
2015-02-08,201502270310 METAR VABB 270310Z 14003KT 2400 FU FEW020 24/15 Q1012 NOSIG=
2015-02-08,201502270305 METAR VABB NIL=
2015-02-08,201502270240 METAR VABB 270240Z 13005KT 2200 FU FEW020 23/14 Q1012 NOSIG=
2015-02-08,201502270230 METAR VABB NIL=
2015-02-08,201502270210 METAR VABB 270210Z 00000KT 2200 HZ NSC 23/15 Q1012 NOSIG=
2015-02-08,201502270205 METAR VABB NIL=
2015-02-08,201502270140 METAR VABB 270140Z 00000KT 2500 HZ NSC 22/15 Q1011 NOSIG=
2015-02-08,201502270130 METAR VABB NIL=
2015-02-08,201502270110 METAR VABB 270110Z 00000KT 2500 HZ NSC 22/15 Q1011 NOSIG=
2015-02-08,201502270105 METAR VABB NIL=
2015-02-08,201502270040 METAR VABB 270040Z 00000KT 3000 FU NSC 22/14 Q1010 NOSIG=
2015-02-08,201502270030 METAR VABB NIL=
2015-02-08,201502270010 METAR VABB 270010Z 01004KT 3000 FU NSC 22/13 Q1010 NOSIG=
2015-02-08,201502270005 METAR VABB NIL=
2015-02-08,201502262340 METAR VABB 262340Z 01003KT 3000 FU NSC 22/23 Q1010 NOSIG=
2015-02-08,201502262310 METAR VABB 262310Z 00000KT 3000 FU NSC 23/23 Q1010 NOSIG=
2015-02-08,201502262305 METAR VABB NIL=
2015-02-08,201502262240 METAR VABB 262240Z 35004KT 3000 FU NSC 23/23 Q1009 NOSIG=
2015-02-08,201502262230 METAR VABB NIL=
2015-02-08,201502262210 METAR VABB 262210Z 01003KT 3000 FU NSC 23/12 Q1010 NOSIG=
2015-02-08,201502262205 METAR VABB NIL=
2015-02-08,201502262110 METAR VABB 262110Z 00000KT 3500 FU NSC 23/12 Q1010 NOSIG=
2015-02-08,201502262105 METAR VABB NIL=
2015-02-08,201502262040 METAR VABB 262040Z VRB03KT 3500 FU NSC 24/13 Q1010 NOSIG=
2015-02-08,201502262030 METAR VABB NIL=
2015-02-08,201502262010 METAR VABB 262010Z 01003KT 3500 FU NSC 23/13 Q1010 NOSIG=
2015-02-08,201502262005 METAR VABB NIL=
2015-02-08,201502261940 METAR VABB 261940Z 00000KT 3500 FU NSC 23/13 Q1011 NOSIG=
2015-02-08,201502261930 METAR VABB NIL=
2015-02-08,201502261910 METAR VABB 261910Z 00000KT 3500 FU NSC 23/14 Q1011 NOSIG=
2015-02-08,201502261905 METAR VABB NIL=
2015-02-08,201502261840 METAR VABB 261840Z 00000KT 3500 FU NSC 23/14 Q1011 NOSIG=
2015-02-08,201502261830 METAR VABB NIL=
2015-02-08,201502261810 METAR VABB 261810Z 02004KT 4000 FU NSC 24/14 Q1011 NOSIG=
2015-02-08,201502261805 METAR VABB NIL=
2015-02-08,201502261740 METAR VABB 261740Z 35003KT 4000 FU NSC 24/14 Q1012 NOSIG=
2015-02-08,201502261730 METAR VABB NIL=
2015-02-08,201502261710 METAR VABB 261710Z 35004KT 4000 FU NSC 24/13 Q1012 NOSIG=
2015-02-08,201502261705 METAR VABB NIL=
2015-02-08,201502261640 METAR VABB 261640Z 33005KT 4000 FU NSC 24/13 Q1012 NOSIG=
2015-02-08,201502261630 METAR VABB NIL=
2015-02-08,201502261610 METAR VABB 261610Z 32005KT 4000 FU NSC 25/13 Q1011 NOSIG=
2015-02-08,201502261605 METAR VABB NIL=
2015-02-08,201502261540 METAR VABB 261540Z 32005KT 4000 FU NSC 25/13 Q1011 NOSIG=
2015-02-08,201502261530 METAR VABB NIL=
2015-02-08,201502261510 METAR VABB 261510Z 31006KT 4000 FU NSC 25/13 Q1011 NOSIG=
2015-02-08,201502261505 METAR VABB NIL=
2015-02-08,201502261440 METAR VABB 261440Z 29008KT 4000 FU NSC 25/14 Q1011 NOSIG=
2015-02-08,201502261430 METAR VABB NIL=
2015-02-08,201502261410 METAR VABB 261410Z 32008KT 4000 FU NSC 25/14 Q1010 NOSIG=
2015-02-08,201502261405 METAR VABB NIL=
2015-02-08,201502261340 METAR VABB 261340Z 30008KT 4000 FU NSC 25/13 Q1010 NOSIG=
2015-02-08,201502261330 METAR VABB NIL=
2015-02-08,201502261310 METAR VABB 261310Z 31009KT 5000 FU NSC 26/13 Q1010 NOSIG=
2015-02-08,201502261305 METAR VABB NIL=
2015-02-08,201502261240 METAR VABB 261240Z 32008KT 5000 FU NSC 26/12 Q1009 NOSIG=
2015-02-08,201502261230 METAR VABB NIL=
2015-02-08,201502261210 METAR VABB 261210Z 31010KT 5000 FU NSC 27/10 Q1009 NOSIG=
2015-02-08,201502261205 METAR VABB NIL=
2015-02-08,201502261140 METAR VABB 261140Z 29011KT 5000 FU NSC 27/13 Q1009 NOSIG=
2015-02-08,201502261110 METAR VABB 261110Z 28007G17KT 5000 FU NSC 27/15 Q1009 NOSIG=
2015-02-08,201502261105 METAR VABB NIL=
2015-02-08,201502261040 METAR VABB 261040Z 30012KT 5000 FU NSC 27/15 Q1009 NOSIG=
2015-02-08,201502261030 METAR VABB NIL=
2015-02-08,201502261010 METAR VABB 261010Z 29007G17KT 5000 FU NSC 27/16 Q1009 NOSIG=
2015-02-08,201502261005 METAR VABB NIL=
2015-02-08,201502260940 METAR VABB 260940Z 29012KT 5000 FU NSC 28/16 Q1009 NOSIG=
2015-02-08,201502260930 METAR VABB NIL=
2015-02-08,201502260910 METAR VABB 260910Z 29012KT 5000 FU NSC 28/17 Q1010 NOSIG=
2015-02-08,201502260905 METAR VABB NIL=
2015-02-08,201502260840 METAR VABB 260840Z 29007G17KT 5000 FU NSC 28/17 Q1010 NOSIG=
2015-02-08,201502260830 METAR VABB NIL=
2015-02-08,201502260810 METAR VABB 260810Z 29010KT 5000 FU NSC 28/17 Q1010 NOSIG=
2015-02-08,201502260805 METAR VABB NIL=
2015-02-08,201502260740 METAR VABB 260740Z 30010KT 5000 FU NSC 28/16 Q1011 NOSIG=
2015-02-08,201502260730 METAR VABB NIL=
2015-02-08,201502260705 METAR VABB NIL=
2015-02-08,201502260640 METAR VABB 260640Z 28010KT 4000 FU NSC 29/18 Q1011 NOSIG=
2015-02-08,201502260630 METAR VABB NIL=
2015-02-08,201502260610 METAR VABB 260610Z 29007KT 4000 FU NSC 28/17 Q1012 NOSIG=
2015-02-08,201502260605 METAR VABB NIL=
2015-02-08,201502260540 METAR VABB 260540Z 34006KT 4000 FU FEW020 27/17 Q1012 NOSIG=
2015-02-08,201502260530 METAR VABB NIL=
2015-02-08,201502260510 METAR VABB 260510Z 35006KT 4000 FU FEW020 27/17 Q1012 NOSIG=
2015-02-08,201502260505 METAR VABB NIL=
2015-02-08,201502260440 METAR VABB 260440Z 34006KT 4000 HZ FEW020 26/19 Q1012 NOSIG=
2015-02-08,201502260410 METAR VABB 260410Z 35006KT 4000 HZ FEW020 26/19 Q1012 NOSIG=
2015-02-08,201502260405 METAR VABB NIL=
2015-02-08,201502260340 METAR VABB 260340Z 01008KT 3500 HZ FEW020 25/20 Q1012 NOSIG=
2015-02-08,201502260330 METAR VABB NIL=
2015-02-08,201502260310 METAR VABB 260310Z 01010KT 3000 HZ FEW020 25/20 Q1012 NOSIG=
2015-02-08,201502260305 METAR VABB NIL=
2015-02-08,201502260240 METAR VABB 260240Z 02008KT 3000 HZ FEW020 24/21 Q1012 NOSIG=
2015-02-08,201502260230 METAR VABB NIL=
2015-02-08,201502260210 METAR VABB 260210Z 36005KT 3000 HZ FEW020 24/21 Q1011 NOSIG=
2015-02-08,201502260205 METAR VABB NIL=
2015-02-08,201502260140 METAR VABB 260140Z 02004KT 3000 HZ FEW020 23/21 Q1011 NOSIG=
2015-02-08,201502260110 METAR VABB 260110Z 36004KT 3000 HZ NSC 23/21 Q1010 NOSIG=
2015-02-08,201502260105 METAR VABB NIL=
2015-02-08,201502260040 METAR VABB 260040Z 02004KT 3000 HZ NSC 23/21 Q1010 NOSIG=
2015-02-08,201502260010 METAR VABB 260010Z 03004KT 3000 HZ NSC 23/21 Q1009 NOSIG=
2015-02-08,201502260005 METAR VABB NIL=
2015-02-08,201502252340 METAR VABB 252340Z 36004KT 3000 HZ NSC 23/21 Q1009 NOSIG=
2015-02-08,201502252310 METAR VABB 252310Z 34003KT 3000 HZ NSC 23/21 Q1009 NOSIG=
2015-02-08,201502252305 METAR VABB NIL=
2015-02-08,201502252240 METAR VABB 252240Z 02005KT 3000 HZ NSC 24/20 Q1009 NOSIG=
2015-02-08,201502252230 METAR VABB NIL=
2015-02-08,201502252210 METAR VABB 252210Z 34004KT 3000 HZ NSC 24/20 Q1009 NOSIG=
2015-02-08,201502252205 METAR VABB NIL=
2015-02-08,201502252140 METAR VABB 252140Z 35004KT 3000 HZ NSC 24/20 Q1009 NOSIG=
2015-02-08,201502252130 METAR VABB NIL=
2015-02-08,201502252110 METAR VABB 252110Z 35005KT 3000 HZ NSC 24/20 Q1010 NOSIG=
2015-02-08,201502252105 METAR VABB NIL=
2015-02-08,201502252040 METAR VABB 252040Z 35005KT 3000 HZ NSC 24/19 Q1010 NOSIG=
2015-02-08,201502252030 METAR VABB NIL=
2015-02-08,201502252010 METAR VABB 252010Z 00000KT 3000 HZ NSC 24/19 Q1010 NOSIG=
2015-02-08,201502252005 METAR VABB NIL=
2015-02-08,201502251940 METAR VABB 251940Z 00000KT 3000 HZ NSC 24/19 Q1011 NOSIG=
2015-02-08,201502251930 METAR VABB NIL=
2015-02-08,201502251910 METAR VABB 251910Z 33003KT 3000 HZ NSC 24/19 Q1011 NOSIG=
2015-02-08,201502251905 METAR VABB NIL=
2015-02-08,201502251840 METAR VABB 251840Z 04003KT 3000 HZ NSC 24/19 Q1011 NOSIG=
2015-02-08,201502251830 METAR VABB NIL=
2015-02-08,201502251810 METAR VABB 251810Z 01005KT 3000 HZ NSC 25/19 Q1011 NOSIG=
2015-02-08,201502251805 METAR VABB NIL=
2015-02-08,201502251740 METAR VABB 251740Z 34008KT 3000 HZ NSC 25/19 Q1012 NOSIG=
2015-02-08,201502251710 METAR VABB 251710Z 32006KT 3000 HZ NSC 25/19 Q1012 NOSIG=
2015-02-08,201502251705 METAR VABB NIL=
2015-02-08,201502251640 METAR VABB 251640Z 31008KT 3000 HZ NSC 25/18 Q1011 NOSIG=
2015-02-08,201502251610 METAR VABB 251610Z 30008KT 3000 HZ NSC 26/18 Q1012 NOSIG=
2015-02-08,201502251605 METAR VABB NIL=
2015-02-08,201502251540 METAR VABB 251540Z 32006KT 3000 HZ NSC 26/18 Q1011 NOSIG=
2015-02-08,201502251510 METAR VABB 251510Z 30009KT 3000 FU NSC 26/17 Q1011 NOSIG=
2015-02-08,201502251505 METAR VABB NIL=
2015-02-08,201502251440 METAR VABB 251440Z 31008KT 3000 FU NSC 26/16 Q1011 NOSIG=
2015-02-08,201502251410 METAR VABB 251410Z 32005KT 3000 FU NSC 27/15 Q1010=
2015-02-08,201502251405 METAR VABB NIL=
2015-02-08,201502251340 METAR VABB 251340Z 32011KT 3500 FU NSC 27/16 Q1010 TEMPO 3000 FU=
2015-02-08,201502251330 METAR VABB NIL=
2015-02-08,201502251310 METAR VABB 251310Z 32008KT 4000 FU NSC 27/16 Q1009 TEMPO 3000 FU=
2015-02-08,201502251305 METAR VABB NIL=
2015-02-08,201502251240 METAR VABB 251240Z 30009KT 4000 FU NSC 28/15 Q1009 NOSIG=
2015-02-08,201502251210 METAR VABB 251210Z 30009KT 4000 FU NSC 29/15 Q1009 NOSIG=
2015-02-08,201502251205 METAR VABB NIL=
2015-02-08,201502251140 METAR VABB 251140Z 31009KT 4000 FU NSC 30/16 Q1009 NOSIG=
2015-02-08,201502251110 METAR VABB 251110Z 31009KT 4000 FU NSC 29/17 Q1008 NOSIG=
2015-02-08,201502251105 METAR VABB NIL=
2015-02-08,201502251040 METAR VABB 251040Z 31010KT 4000 FU NSC 29/18 Q1008 NOSIG=
2015-02-08,201502251010 METAR VABB 251010Z 30012KT 3500 FU NSC 29/18 Q1009 NOSIG=
2015-02-08,201502251005 METAR VABB NIL=
2015-02-08,201502250940 METAR VABB 250940Z 31008KT 3500 FU NSC 29/19 Q1009 NOSIG=
2015-02-08,201502250910 METAR VABB 250910Z 31012KT 3500 FU NSC 29/19 Q1009 NOSIG=
2015-02-08,201502250905 METAR VABB NIL=
2015-02-08,201502250840 METAR VABB 250840Z 30012KT 3500 FU NSC 29/19 Q1010 NOSIG=
2015-02-08,201502250830 METAR VABB NIL=
2015-02-08,201502250810 METAR VABB 250810Z 31012KT 4000 FU NSC 29/19 Q1010 NOSIG=
2015-02-08,201502250805 METAR VABB NIL=
2015-02-08,201502250740 METAR VABB 250740Z 31011KT 4000 FU NSC 30/20 Q1011 NOSIG=
2015-02-08,201502250730 METAR VABB NIL=
2015-02-08,201502250710 METAR VABB 250710Z 28006KT 4000 FU NSC 29/21 Q1011 NOSIG=
2015-02-08,201502250705 METAR VABB NIL=
2015-02-08,201502250640 METAR VABB 250640Z 00000KT 4000 FU NSC 31/17 Q1011 NOSIG=
2015-02-08,201502250610 METAR VABB 250610Z 04003KT 3500 FU NSC 30/17 Q1012 BECMG 4000 FU=
2015-02-08,201502250605 METAR VABB NIL=
2015-02-08,201502250540 METAR VABB 250540Z 02004KT 3000 FU NSC 29/18 Q1012 NOSIG=
2015-02-08,201502250530 METAR VABB NIL=
2015-02-08,201502250505 METAR VABB NIL=
2015-02-08,201502250440 METAR VABB 250440Z 04004KT 2500 HZ NSC 28/20 Q1013 NOSIG=
2015-02-08,201502250410 METAR VABB 250410Z 05007KT 2500 HZ NSC 27/20 Q1013 NOSIG=
2015-02-08,201502250405 METAR VABB NIL=
2015-02-08,201502250340 METAR VABB 250340Z 36004KT 2500 HZ NSC 26/22 Q1013 NOSIG=
2015-02-08,201502250310 METAR VABB 250310Z 36005KT 2500 HZ NSC 25/22 Q1013 NOSIG=
2015-02-08,201502250305 METAR VABB NIL=
2015-02-08,201502250240 METAR VABB 250240Z 33006KT 2500 HZ NSC 25/22 Q1012 NOSIG=
2015-02-08,201502250230 METAR VABB NIL=
2015-02-08,201502250210 METAR VABB 250210Z 34004KT 2200 HZ NSC 25/22 Q1012 NOSIG=
2015-02-08,201502250205 METAR VABB NIL=
2015-02-08,201502250140 METAR VABB 250140Z 32004KT 2200 HZ NSC 25/23 Q1011 NOSIG=
2015-02-08,201502250110 METAR VABB 250110Z 36004KT 2500 HZ NSC 25/23 Q1011 NOSIG=
2015-02-08,201502250105 METAR VABB NIL=
2015-02-08,201502250040 METAR VABB 250040Z 36003KT 2500 HZ NSC 25/23 Q1011 NOSIG=
2015-02-08,201502250010 METAR VABB 250010Z 35004KT 2500 HZ NSC 25/23 Q1010 NOSIG=
2015-02-08,201502250005 METAR VABB NIL=
2015-02-08,201502242340 METAR VABB 242340Z 04003KT 2500 HZ NSC 25/23 Q1010 NOSIG=
2015-02-08,201502242310 METAR VABB 242310Z 04005KT 2500 HZ NSC 25/23 Q1010 NOSIG=
2015-02-08,201502242305 METAR VABB NIL=
2015-02-08,201502242240 METAR VABB 242240Z 33006KT 2500 HZ NSC 25/23 Q1010 NOSIG=
2015-02-08,201502242210 METAR VABB 242210Z 33004KT 2500 HZ NSC 25/23 Q1009.8 NOSIG=
2015-02-08,201502242205 METAR VABB NIL=
2015-02-08,201502242140 METAR VABB 242140Z 31006KT 2500 HZ NSC 26/22 Q1009 NOSIG=
2015-02-08,201502242130 METAR VABB NIL=
2015-02-08,201502242110 METAR VABB 242110Z 31006KT 2500 HZ NSC 26/22 Q1010 NOSIG=
2015-02-08,201502242105 METAR VABB NIL=
2015-02-08,201502242040 METAR VABB 242040Z 29007KT 2500 HZ NSC 26/22 Q1010 NOSIG=
2015-02-08,201502242030 METAR VABB NIL=
2015-02-08,201502242010 METAR VABB 242010Z 28004KT 2500 HZ NSC 26/22 Q1010 NOSIG=
2015-02-08,201502242005 METAR VABB NIL=
2015-02-08,201502241940 METAR VABB 241940Z 28003KT 2500 HZ NSC 26/22 Q1010 NOSIG=
2015-02-08,201502241930 METAR VABB NIL=
2015-02-08,201502241910 METAR VABB 241910Z 29004KT 2500 HZ NSC 27/22 Q1010 NOSIG=
2015-02-08,201502241905 METAR VABB NIL=
2015-02-08,201502241840 METAR VABB 241840Z 27005KT 2500 HZ NSC 26/22 Q1011 NOSIG=
2015-02-08,201502241830 METAR VABB NIL=
2015-02-08,201502241810 METAR VABB 241810Z 28004KT 2500 HZ NSC 27/22 Q1011 NOSIG=
2015-02-08,201502241805 METAR VABB NIL=
2015-02-08,201502241740 METAR VABB 241740Z 25005KT 2500 HZ NSC 27/22 Q1011 NOSIG=
2015-02-08,201502241730 METAR VABB NIL=
2015-02-08,201502241710 METAR VABB 241710Z 20003KT 2800 HZ NSC 27/22 Q1011 NOSIG=
2015-02-08,201502241705 METAR VABB NIL=
2015-02-08,201502241640 METAR VABB 241640Z 20003KT 3000 HZ NSC 27/22 Q1011 NOSIG=
2015-02-08,201502241610 METAR VABB 241610Z 23004KT 3000 HZ NSC 27/22 Q1011 NOSIG=
2015-02-08,201502241605 METAR VABB NIL=
2015-02-08,201502241540 METAR VABB 241540Z 27003KT 3000 HZ NSC 27/21 Q1010 NOSIG=
2015-02-08,201502241510 METAR VABB 241510Z 26003KT 3000 HZ NSC 27/22 Q1010 NOSIG=
2015-02-08,201502241505 METAR VABB NIL=
2015-02-08,201502241440 METAR VABB 241440Z 26005KT 3000 HZ NSC 27/22 Q1010 NOSIG=
2015-02-08,201502241430 METAR VABB NIL=
2015-02-08,201502241410 METAR VABB 241410Z 25005KT 3000 HZ NSC 28/21 Q1009 NOSIG=
2015-02-08,201502241405 METAR VABB NIL=
2015-02-08,201502241340 METAR VABB 241340Z 27006KT 3000 HZ NSC 28/21 Q1009 NOSIG=
2015-02-08,201502241305 METAR VABB NIL=
2015-02-08,201502241240 METAR VABB 241240Z 27008KT 3500 FU NSC 28/21 Q1009 NOSIG=
2015-02-08,201502241230 METAR VABB NIL=
2015-02-08,201502241210 METAR VABB 241210Z 26010KT 3500 FU NSC 28/20 Q1009 NOSIG=
2015-02-08,201502241205 METAR VABB NIL=
2015-02-08,201502241140 METAR VABB 241140Z 26010KT 3500 FU NSC 30/21 Q1009 NOSIG=
2015-02-08,201502241110 METAR VABB 241110Z 28009KT 3500 FU NSC 31/19 Q1009 NOSIG=
2015-02-08,201502241105 METAR VABB NIL=
2015-02-08,201502241040 METAR VABB 241040Z 29009KT 3500 FU NSC 31/19 Q1009 NOSIG=
2015-02-08,201502241030 METAR VABB NIL=
2015-02-08,201502241005 METAR VABB NIL=
2015-02-08,201502240940 METAR VABB 240940Z 30008KT 2500 FU NSC 31/21 Q1009 NOSIG=
2015-02-08,201502240930 METAR VABB NIL=
2015-02-08,201502240910 METAR VABB 240910Z 28010KT 2500 FU NSC 31/22 Q1010 NOSIG=
2015-02-08,201502240905 METAR VABB NIL=
2015-02-08,201502240840 METAR VABB 240840Z 28010KT 2500 FU NSC 31/18 Q1010 NOSIG=
2015-02-08,201502240810 METAR VABB 240810Z 27010KT 2500 FU NSC 30/18 Q1011 NOSIG=
2015-02-08,201502240805 METAR VABB NIL=
2015-02-08,201502240740 METAR VABB 240740Z 26010KT 2200 FU NSC 31/19 Q1011 NOSIG=
2015-02-08,201502240730 METAR VABB NIL=
2015-02-08,201502240710 METAR VABB 240710Z 26009KT 2200 FU NSC 32/19 Q1011 NOSIG=
2015-02-08,201502240705 METAR VABB NIL=
2015-02-08,201502240640 METAR VABB 240640Z 27010KT 2100 FU NSC 32/19 Q1012 NOSIG=
2015-02-08,201502240610 METAR VABB 240610Z 30006KT 1600 FU NSC 33/20 Q1012 NOSIG=
2015-02-08,201502240605 METAR VABB NIL=
2015-02-08,201502240540 METAR VABB 240540Z 00000KT 2100 FU NSC 32/16 Q1013 NOSIG=
2015-02-08,201502240510 METAR VABB 240510Z 14005KT 2100 FU NSC 32/17 Q1013 NOSIG=
2015-02-08,201502240505 METAR VABB NIL=
2015-02-08,201502240430 METAR VABB NIL=
2015-02-08,201502240410 METAR VABB 240410Z 13005KT 1800 HZ NSC 28/20 Q1013 NOSIG=
2015-02-08,201502240405 METAR VABB NIL=
2015-02-08,201502240310 METAR VABB 240310Z 10007KT 1600 HZ NSC 25/22 Q1013 NOSIG=
2015-02-08,201502240305 METAR VABB NIL=
2015-02-08,201502240240 METAR VABB 240240Z 11008KT 1600 HZ NSC 25/22 Q1012 NOSIG=
2015-02-08,201502240230 METAR VABB NIL=
2015-02-08,201502240210 METAR VABB 240210Z 11004KT 1900 HZ NSC 25/21 Q1012 NOSIG=
2015-02-08,201502240205 METAR VABB NIL=
2015-02-08,201502240140 METAR VABB 240140Z 16004KT 1900 HZ NSC 26/20 Q1012 NOSIG=
2015-02-08,201502240110 METAR VABB 240110Z 03003KT 1700 BR NSC 25/22 Q1012 NOSIG=
2015-02-08,201502240105 METAR VABB NIL=
2015-02-08,201502240040 METAR VABB 240040Z 01004KT 1500 BR NSC 25/23 Q1011 NOSIG=
2015-02-08,201502240010 METAR VABB 240010Z 32006KT 1500 BR NSC 25/23 Q1011 NOSIG=
2015-02-08,201502240005 METAR VABB NIL=
2015-02-08,201502232330 METAR VABB NIL=
2015-02-08,201502232310 METAR VABB 232310Z 33005KT 2100 BR NSC 25/23 Q1011 NOSIG=
2015-02-08,201502232305 METAR VABB NIL=
2015-02-08,201502232240 METAR VABB 232240Z 00000KT 2100 BR NSC 25/21 Q1011 NOSIG=
2015-02-08,201502232230 METAR VABB NIL=
2015-02-08,201502232210 METAR VABB 232210Z 02003KT 2100 BR NSC 26/21 Q1011 NOSIG=
2015-02-08,201502232205 METAR VABB NIL=
2015-02-08,201502232140 METAR VABB 232140Z 29003KT 2200 BR NSC 26/22 Q1011 NOSIG=
2015-02-08,201502232130 METAR VABB NIL=
2015-02-08,201502232110 METAR VABB 232110Z 22004KT 2200 BR NSC 26/23 Q1011 NOSIG=
2015-02-08,201502232105 METAR VABB NIL=
2015-02-08,201502232040 METAR VABB 232040Z 20003KT 2100 BR NSC 26/23 Q1012 NOSIG=
2015-02-08,201502232010 METAR VABB 232010Z 00000KT 2200 HZ NSC 26/23 Q1012 NOSIG=
2015-02-08,201502232005 METAR VABB NIL=
2015-02-08,201502231940 METAR VABB 231940Z 00000KT 2200 HZ NSC 26/21 Q1012 NOSIG=
2015-02-08,201502231910 METAR VABB 231910Z 23005KT 2300 HZ NSC 27/22 Q1012 NOSIG=
2015-02-08,201502231905 METAR VABB NIL=
2015-02-08,201502231840 METAR VABB 231840Z 00000KT 2200 HZ NSC 28/20 Q1013 NOSIG=
2015-02-08,201502231810 METAR VABB 231810Z 15004KT 2500 HZ NSC 28/21 Q1013 NOSIG=
2015-02-08,201502231805 METAR VABB NIL=
2015-02-08,201502231740 METAR VABB 231740Z 12004KT 2500 HZ NSC 28/21 Q1013 NOSIG=
2015-02-08,201502231710 METAR VABB 231710Z 00000KT 2100 HZ NSC 28/21 Q1013 NOSIG=
2015-02-08,201502231705 METAR VABB NIL=
2015-02-08,201502231640 METAR VABB 231640Z 14003KT 2500 HZ NSC 28/21 Q1013 NOSIG=
2015-02-08,201502231630 METAR VABB NIL=
2015-02-08,201502231610 METAR VABB 231610Z 15004KT 2500 HZ NSC 29/20 Q1013 NOSIG=
2015-02-08,201502231605 METAR VABB NIL=
2015-02-08,201502231540 METAR VABB 231540Z 00000KT 2500 HZ NSC 28/21 Q1013 NOSIG=
2015-02-08,201502231530 METAR VABB NIL=
2015-02-08,201502231510 METAR VABB 231510Z 21003KT 3000 HZ NSC 28/21 Q1013 NOSIG=
2015-02-08,201502231505 METAR VABB NIL=
2015-02-08,201502231440 METAR VABB 231440Z 00000KT 3000 FU NSC 29/19 Q1012 NOSIG=
2015-02-08,201502231430 METAR VABB NIL=
2015-02-08,201502231410 METAR VABB 231410Z 30003KT 3000 HZ NSC 29/20 Q1012 NOSIG=
2015-02-08,201502231405 METAR VABB NIL=
2015-02-08,201502231310 METAR VABB 231310Z 27007KT 3500 HZ NSC 28/23 Q1011 NOSIG=
2015-02-08,201502231305 METAR VABB NIL=
2015-02-08,201502231240 METAR VABB 231240Z 26009KT 3500 HZ NSC 29/23 Q1011 NOSIG=
2015-02-08,201502231230 METAR VABB NIL=
2015-02-08,201502231210 METAR VABB 231210Z 26009KT 3500 HZ NSC 29/21 Q1011 NOSIG=
2015-02-08,201502231205 METAR VABB NIL=
2015-02-08,201502231140 METAR VABB 231140Z 26009KT 3500 HZ NSC 30/22 Q1011 NOSIG=
2015-02-08,201502231130 METAR VABB NIL=
2015-02-08,201502231110 METAR VABB 231110Z 25009KT 3000 FU NSC 31/21 Q1011 NOSIG=
2015-02-08,201502231105 METAR VABB NIL=
2015-02-08,201502231040 METAR VABB 231040Z 28010KT 3000 FU NSC 31/19 Q1011 NOSIG=
2015-02-08,201502231005 METAR VABB NIL=
2015-02-08,201502230940 METAR VABB 230940Z 27010KT 2500 FU NSC 32/20 Q1011 BECMG 3000=
